Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,56.,16.3,42.9%,100.0,12.5%,2.,100.0%,8.8%,44.,30.,38.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,6.,25.6,.0%,-,.0%,.,-,.0%,5.,3.,6.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,7.,27.6,42.9%,-,.0%,.,-,14.3%,7.,6.,7.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,23.,19.8,43.5%,-,.0%,.,-,12.5%,19.,11.,23.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Card readers,1.,9.2,100.0%,-,-,.,-,-,.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Payment terminal,1.,9.2,100.0%,-,-,.,-,-,.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,-,1.,9.2,100.0%,-,-,.,-,-,.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales orders,-,2.,3.0,50.0%,-,.0%,.,-,.0%,2.,2.,2.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,5.,26.5,40.0%,-,.0%,.,-,.0%,6.,4.,5.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item pricing,1.,11.4,100.0%,-,-,.,-,.0%,1.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Item receipts,1.,9.3,100.0%,-,-,.,-,.0%,2.,1.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Physical stock,3.,10.4,100.0%,100.0,100.0%,1.,100.0%,.0%,4.,3.,4.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Stock adjustment,3.,23.3,66.7%,100.0,50.0%,1.,100.0%,.0%,4.,3.,4.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,6.,17.1,83.3%,100.0,50.0%,1.,100.0%,.0%,8.,5.,7.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Purchase orders,1.,7.8,100.0%,-,-,.,-,-,.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier credits,2.,24.3,50.0%,100.0,100.0%,1.,100.0%,.0%,2.,1.,2.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,25.,33.6,28.0%,100.0,36.4%,4.,100.0%,.0%,24.,16.,22.
9/22/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,74.,19.7,41.9%,100.0,9.1%,2.,100.0%,9.1%,61.,41.,45.
9/22/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,54.,11.4,29.6%,75.0,25.0%,4.,100.0%,.0%,42.,25.,37.
9/22/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,95.,11.8,15.8%,80.0,20.0%,5.,100.0%,6.1%,76.,47.,56.
9/22/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,12.,28.9,25.0%,-,.0%,.,-,11.1%,13.,8.,9.
9/22/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,20.,24.9,20.0%,-100.0,9.1%,1.,.0%,18.8%,20.,14.,14.
9/22/2024,CONCENTRIX,Mexico City,Security and risk,-,-,585.,25.3,16.1%,67.4,16.8%,46.,86.5%,13.6%,542.,389.,76.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,20.,19.2,25.0%,-,.0%,.,-,25.0%,20.,12.,15.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,2.,9.9,.0%,-,.0%,.,-,100.0%,2.,1.,3.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,3.,12.5,.0%,-,.0%,.,-,50.0%,3.,2.,4.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,6.,18.4,33.3%,100.0,50.0%,1.,100.0%,.0%,7.,3.,4.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,6.,11.2,.0%,-,.0%,.,-,.0%,6.,5.,7.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,3.,30.7,66.7%,-,.0%,.,-,.0%,2.,2.,3.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,3.,30.7,66.7%,-,.0%,.,-,.0%,2.,2.,3.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,6.,23.0,33.3%,100.0,33.3%,1.,100.0%,.0%,6.,3.,6.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,20.,27.3,35.0%,-,.0%,.,-,14.3%,19.,10.,12.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,29.,26.7,37.9%,100.0,11.1%,1.,100.0%,9.5%,27.,15.,18.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Federal taxes,2.,7.4,50.0%,-,-,.,-,.0%,2.,1.,2.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,Local taxes,1.,9.9,.0%,-,.0%,.,-,.0%,1.,1.,1.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,7.,12.9,57.1%,-,.0%,.,-,14.3%,7.,5.,5.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,9.,11.8,44.4%,-,.0%,.,-,12.5%,9.,6.,7.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,13.,38.9,7.7%,50.0,25.0%,2.,100.0%,33.3%,14.,12.,11.
9/22/2024,CONCENTRIX,Mexico City,Taxation,Tax notices,-,1.,21.0,100.0%,-,-,.,-,-,.,.,1.
9/22/2024,CONCENTRIX,Mexico City,Taxation,-,-,77.,24.0,28.6%,66.7,10.3%,3.,100.0%,17.9%,77.,50.,37.
9/22/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,116.,1.5,10.3%,100.0,17.6%,3.,100.0%,-,81.,41.,44.
9/22/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,-33.3,15.8%,3.,33.3%,-,84.,29.,70.
9/22/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,85.,18.5,14.1%,75.0,20.0%,4.,66.7%,-,66.,32.,47.
9/22/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,1.,.,52.
9/22/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,66.7,14.0%,12.,90.9%,-,131.,103.,57.
9/29/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,228.,27.9,18.4%,47.8,20.2%,23.,78.9%,15.4%,218.,162.,65.
9/29/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,35.,18.7,37.1%,100.0,7.1%,1.,100.0%,17.4%,30.,21.,23.
9/29/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,48.,49.2,14.6%,100.0,14.3%,3.,100.0%,31.4%,45.,36.,32.
9/29/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,113.,25.6,15.0%,100.0,1.9%,1.,100.0%,16.0%,109.,75.,55.
9/29/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,391.,28.9,19.2%,57.1,15.2%,28.,83.3%,17.4%,373.,273.,72.
9/29/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,6.,20.2,33.3%,-,.0%,.,-,.0%,6.,3.,6.
9/29/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,21.,27.3,19.0%,.0,25.0%,2.,100.0%,21.4%,22.,18.,19.
9/29/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,13.,16.6,23.1%,-,.0%,.,-,.0%,10.,6.,12.
9/29/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,4.,7.1,.0%,-,.0%,.,-,.0%,3.,2.,7.
9/29/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,60.,23.1,15.0%,33.3,12.0%,3.,100.0%,11.8%,58.,45.,37.
9/29/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,138.,26.2,26.8%,82.4,25.4%,17.,100.0%,10.5%,126.,101.,59.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,13.,8.1,30.8%,-,.0%,.,-,.0%,9.,6.,11.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,71.,15.3,19.7%,50.0,17.4%,4.,75.0%,12.5%,53.,37.,45.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,138.,21.1,23.2%,50.0,26.3%,20.,88.2%,9.7%,126.,101.,57.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit discounts,33.,15.3,51.5%,-100.0,16.7%,1.,100.0%,7.7%,24.,14.,23.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit fees,312.,15.0,24.4%,41.2,13.5%,17.,75.0%,9.3%,263.,200.,70.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit invoices,7.,13.6,28.6%,-,.0%,.,-,.0%,6.,3.,6.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit pricing,46.,11.5,23.9%,50.0,28.6%,4.,50.0%,10.0%,43.,29.,27.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,130.,18.3,15.4%,50.0,14.7%,10.,88.9%,5.1%,130.,94.,58.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,579.,16.2,22.8%,42.2,17.7%,45.,80.0%,8.9%,513.,384.,74.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,52.,24.4,5.8%,50.0,16.0%,4.,66.7%,8.8%,56.,44.,28.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,75.,17.3,46.7%,50.0,30.0%,6.,80.0%,7.9%,67.,44.,38.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order supplies,1.,7.1,.0%,-,-,.,-,-,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,106.,15.8,42.5%,50.0,22.2%,6.,80.0%,5.8%,92.,59.,48.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,198.,19.8,13.6%,66.7,19.1%,21.,88.2%,13.5%,188.,156.,63.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel Intuit account,1.,3.4,.0%,-,-,.,-,.0%,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,222.,15.7,19.8%,50.0,15.7%,18.,80.0%,3.2%,207.,164.,65.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,12.,10.9,33.3%,-,.0%,.,-,.0%,9.,6.,9.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,250.,26.5,18.8%,70.0,19.9%,30.,81.0%,15.2%,243.,188.,62.
9/29/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,771.,19.5,21.7%,56.5,18.3%,69.,85.7%,10.1%,712.,547.,74.
9/29/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,16.,8.9,18.8%,-,.0%,.,-,12.5%,13.,7.,15.
9/29/2024,CONCENTRIX,Mexico City,Account management,-,-,"1,127.",18.8,22.9%,55.3,18.8%,94.,83.8%,10.1%,"1,014.",758.,76.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,26.,35.7,23.1%,-100.0,27.3%,3.,.0%,5.6%,26.,19.,21.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,33.,32.9,18.2%,-50.0,12.5%,2.,.0%,7.7%,34.,24.,27.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,4.,42.6,.0%,-,.0%,.,-,.0%,4.,2.,5.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,5.,34.8,20.0%,-,.0%,.,-,.0%,5.,2.,10.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,1.,14.9,.0%,-,-,.,-,100.0%,1.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,2.,8.2,50.0%,-,-,.,-,.0%,2.,1.,4.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,2.,50.9,.0%,-,.0%,.,-,.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Audit log,1.,1.5,.0%,-,.0%,.,-,.0%,1.,1.,2.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,6.,23.5,50.0%,-,.0%,.,-,.0%,5.,3.,6.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,4.,29.5,25.0%,-,.0%,.,-,.0%,4.,3.,6.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,25.,22.3,8.0%,50.0,12.5%,2.,100.0%,9.5%,24.,19.,15.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,3.,12.7,33.3%,.0,100.0%,1.,100.0%,.0%,3.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Stock reports,3.,32.4,33.3%,-,.0%,.,-,50.0%,3.,2.,3.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,3.,12.7,33.3%,.0,100.0%,1.,100.0%,.0%,3.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,Accountant certification,2.,11.6,50.0%,-,-,.,-,-,1.,.,2.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,-,2.,11.6,50.0%,-,-,.,-,-,1.,.,2.
9/29/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,56.,31.2,21.4%,-75.0,16.7%,4.,.0%,7.5%,54.,36.,39.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,Set up money movement,1.,12.0,100.0%,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,-,3.,11.4,33.3%,-,-,.,-,.0%,3.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,10.,44.2,10.0%,75.0,57.1%,4.,75.0%,12.5%,10.,9.,10.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,13.,33.0,15.4%,50.0,18.2%,2.,.0%,.0%,15.,14.,10.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,23.,36.7,8.7%,33.3,33.3%,6.,50.0%,5.0%,25.,23.,18.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,25.,32.6,16.0%,.0,18.2%,2.,100.0%,33.3%,24.,17.,16.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,37.,30.8,16.2%,.0,16.7%,2.,100.0%,31.8%,33.,21.,21.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Memorise transactions,3.,30.4,33.3%,.0,50.0%,1.,-,.0%,3.,2.,3.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Reclassify transactions,1.,2.9,.0%,-,-,.,-,.0%,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Verify transactions,1.,21.1,.0%,-,.0%,.,-,.0%,1.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,73.,34.4,11.0%,44.4,20.5%,9.,75.0%,11.3%,74.,57.,42.
9/29/2024,CONCENTRIX,Mexico City,Banking,-,-,120.,30.0,17.5%,41.7,21.4%,12.,72.7%,15.4%,113.,82.,50.
9/29/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,248.,23.4,26.2%,69.2,25.0%,26.,95.8%,8.9%,211.,159.,65.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,155.,41.5,12.9%,77.3,23.7%,22.,95.0%,14.3%,155.,127.,60.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,12.,39.1,8.3%,100.0,12.5%,1.,100.0%,11.1%,13.,11.,15.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,22.,22.1,13.6%,-,.0%,.,-,.0%,20.,14.,24.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,173.,24.6,36.4%,11.1,16.4%,9.,57.1%,8.3%,158.,103.,53.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,8.,22.5,37.5%,-,.0%,.,-,.0%,5.,5.,8.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,9.,41.8,.0%,100.0,20.0%,1.,100.0%,.0%,10.,7.,9.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Accountant copy,14.,32.2,.0%,100.0,8.3%,1.,100.0%,11.1%,15.,15.,12.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Company file,14.,32.2,.0%,100.0,8.3%,1.,100.0%,11.1%,15.,15.,12.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Convert files,49.,33.8,49.0%,33.3,13.6%,3.,33.3%,.0%,49.,36.,31.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Delete file,1.,9.4,.0%,-,-,.,-,.0%,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Import or export files,20.,10.4,50.0%,-,.0%,.,-,.0%,20.,9.,17.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,94.,41.1,12.8%,60.0,25.0%,15.,76.9%,13.7%,95.,82.,58.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,65.,33.6,10.8%,81.8,31.4%,11.,100.0%,13.3%,68.,57.,40.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,177.,37.4,11.9%,70.4,26.5%,27.,87.0%,15.4%,183.,152.,65.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,5.,28.2,.0%,.0,50.0%,2.,50.0%,20.0%,6.,5.,6.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Memorise reports,4.,22.8,25.0%,-,.0%,.,-,.0%,4.,3.,4.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,63.,24.0,15.9%,14.3,21.2%,7.,80.0%,12.2%,61.,46.,41.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,17.,13.3,17.6%,-,.0%,.,-,.0%,12.,7.,16.
9/29/2024,CONCENTRIX,Mexico City,Data and systems,-,-,535.,30.8,21.3%,56.1,22.4%,57.,83.7%,11.9%,512.,385.,72.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,.,-,-,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,.,-,-,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,2.,23.0,50.0%,-,-,.,-,.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,6.,24.7,50.0%,-,.0%,.,-,.0%,4.,4.,6.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,3.,42.8,.0%,-,.0%,.,-,.0%,2.,2.,3.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,3.,42.8,.0%,-,.0%,.,-,.0%,2.,2.,4.
9/29/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,2.,10.4,50.0%,-,-,.,-,.0%,2.,1.,2.
9/29/2024,CONCENTRIX,Mexico City,Employee management,-,-,45.,25.1,17.8%,.0,21.1%,4.,75.0%,3.7%,34.,26.,25.
9/29/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,.,-,-,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,.,-,-,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,Currency,Multicurrency,1.,3.4,.0%,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,Currency,-,1.,3.4,.0%,-,-,.,-,-,.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,7.,3.3,28.6%,-,-,.,-,33.3%,6.,3.,7.
9/29/2024,CONCENTRIX,Mexico City,Finance,Income,-,7.,3.3,28.6%,-,-,.,-,33.3%,6.,3.,7.
9/29/2024,CONCENTRIX,Mexico City,Finance,Liabilities,Liability schedules,2.,27.4,.0%,-,-,.,-,.0%,3.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,Liabilities,-,2.,27.4,.0%,-,-,.,-,.0%,3.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Finance,-,-,10.,8.2,20.0%,-,-,.,-,25.0%,9.,4.,10.
9/29/2024,CONCENTRIX,Mexico City,Marketing,-,-,36.,11.0,38.9%,100.0,40.0%,2.,100.0%,5.9%,26.,13.,29.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Unemployment taxes,2.,29.1,50.0%,-,.0%,.,-,50.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,18.,31.0,27.8%,100.0,11.1%,1.,100.0%,6.3%,19.,15.,14.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,18.,31.0,27.8%,100.0,11.1%,1.,100.0%,6.3%,19.,15.,14.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,1.,3.4,.0%,-,-,.,-,100.0%,1.,.,1.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,33.,18.6,15.2%,.0,15.4%,2.,100.0%,23.5%,25.,18.,22.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,102.,31.9,17.6%,77.8,18.0%,9.,87.5%,10.8%,104.,77.,41.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,142.,27.7,17.6%,66.7,18.2%,12.,90.9%,13.5%,136.,99.,46.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,5.,27.4,40.0%,-,.0%,.,-,.0%,4.,3.,5.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,8.,43.7,25.0%,-100.0,100.0%,1.,.0%,25.0%,8.,4.,7.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,11.,20.4,9.1%,100.0,16.7%,1.,100.0%,12.5%,9.,7.,12.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,32.,28.1,6.3%,66.7,12.0%,3.,100.0%,13.0%,33.,31.,18.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,298.,30.2,9.4%,81.8,16.0%,33.,92.9%,10.0%,304.,257.,55.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Garnish paycheques,3.,25.1,33.3%,-,-,.,-,.0%,2.,2.,2.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,2.,4.6,100.0%,-,-,.,-,.0%,1.,.,2.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,38.,24.4,23.7%,100.0,13.3%,2.,100.0%,4.2%,34.,26.,25.
9/29/2024,CONCENTRIX,Mexico City,Payroll,Prior payroll,-,5.,3.5,60.0%,-,-,.,-,50.0%,2.,1.,5.
9/29/2024,CONCENTRIX,Mexico City,Payroll,-,-,535.,28.8,13.5%,81.5,17.2%,54.,89.4%,11.1%,523.,419.,63.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,51.,23.3,15.7%,100.0,11.1%,3.,100.0%,18.2%,46.,37.,33.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,2.,6.5,50.0%,-,.0%,.,-,50.0%,2.,1.,3.
9/29/2024,CONCENTRIX,Mexico City,Product setup,List management,Class list,2.,7.9,.0%,-,-,.,-,.0%,2.,2.,3.
9/29/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,11.,10.7,36.4%,100.0,33.3%,1.,100.0%,.0%,9.,7.,14.
9/29/2024,CONCENTRIX,Mexico City,Product setup,List management,-,5.,21.4,20.0%,.0,50.0%,1.,-,.0%,5.,4.,5.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,70.,29.4,8.6%,80.0,31.3%,15.,92.3%,2.2%,68.,59.,39.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,161.,33.0,14.9%,76.0,24.3%,25.,95.2%,14.4%,160.,137.,59.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,135.,13.6,26.7%,100.0,13.5%,5.,100.0%,5.0%,115.,71.,57.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,178.,25.3,20.2%,50.0,24.1%,20.,100.0%,16.0%,155.,114.,63.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,143.,37.0,10.5%,91.7,12.2%,12.,100.0%,9.9%,144.,127.,63.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,491.,27.5,17.1%,73.1,20.3%,52.,97.8%,11.8%,458.,358.,73.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Customer company settings,1.,56.3,.0%,-,.0%,.,-,.0%,1.,1.,1.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,16.,7.2,18.8%,-,.0%,.,-,14.3%,13.,5.,22.
9/29/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,17.,10.1,17.6%,-,.0%,.,-,12.5%,14.,6.,23.
9/29/2024,CONCENTRIX,Mexico City,Product setup,-,-,560.,26.7,17.0%,73.2,19.5%,56.,97.9%,12.1%,520.,404.,73.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,13.,21.1,23.1%,66.7,50.0%,3.,100.0%,16.7%,10.,8.,13.
9/29/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,6.,25.5,.0%,.0,25.0%,1.,100.0%,.0%,5.,5.,7.
